"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
677951,"Witt Jr., Bobby",1110,0.9076042518397384,864,"74.344038676",0.4522522522522522,0.3472222222222222,0.2702702702702703,0.19907407407407407,0.15495495495495495,"7.035376198",24,-1.5946512713367194,246,0.22162162162162163,453,0.4081081081081081
683770,"Robertson, Will",125,0.8992805755395683,85,"74.33359184",0.48000000000000015,0.21176470588235294,0.144,0.11764705882352941,0.08,"7.98960888",5,-9.051728863874853,40,0.32,42,0.336
671739,"Harris II, Michael",1073,0.9039595619208087,824,"74.324738145",0.4072693383038211,0.3118932038834951,0.23951537744641194,0.18810679611650485,0.14445479962721341,"8.043171855",22,-29.58139112785956,249,0.2320596458527493,438,0.4082013047530289
667690,"Stubbs, C.J.",6,1,6,"74.316933333",0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,"7.183013333",0,-0.7691006666272371,0,0,3,0.5
672016,"Clarke, Denzel",260,0.9122807017543859,179,"74.2957655",0.43076923076923074,0.2849162011173184,0.19615384615384615,0.1452513966480447,0.1,"7.7044875",7,-2.866748312332987,81,0.31153846153846154,82,0.3153846153846154
663698,"Bart, Joey",468,0.9017341040462428,341,"74.257741902",0.44230769230769235,0.2961876832844575,0.21581196581196582,0.16422287390029325,0.11965811965811966,"7.319966795",16,-18.79218740916094,127,0.27136752136752135,167,0.35683760683760685
663853,"Gonzalez, Romy",590,0.9021406727828746,425,"74.255691322",0.44745762711864395,0.3811764705882353,0.2745762711864407,0.2541176470588235,0.18305084745762712,"6.768220051",9,3.615203220559965,165,0.2796610169491525,222,0.376271186440678
671284,"Elko, Tim",128,0.9014084507042254,92,"74.192130234",0.453125,0.2391304347826087,0.171875,0.17391304347826086,0.125,"7.922909453",4,-5.3982389256414764,36,0.28125,37,0.2890625
547180,"Harper, Bryce",1033,0.9013961605584643,734,"74.188664105",0.4433688286544046,0.3010899182561308,0.21393998063891578,0.18392370572207084,0.13068731848983542,"7.340089903",15,-8.685617007501945,299,0.2894482090997096,348,0.33688286544046464
677592,"Pereira, Everson",122,0.8905109489051095,71,"74.159120656",0.3360655737704919,0.323943661971831,0.1885245901639344,0.14084507042253522,0.08196721311475409,"8.067588607",9,-7.791608983397713,51,0.4180327868852459,35,0.28688524590163933
691785,"Mayer, Marcelo",228,0.8976377952755905,170,"74.121970132",0.40350877192982465,0.2823529411764706,0.21052631578947367,0.16470588235294117,0.12280701754385964,"7.84164557",6,-8.219061546919729,58,0.2543859649122807,76,0.3333333333333333
572233,"Walker, Christian",1157,0.9017926734216679,842,"74.121950838",0.41918755401901464,0.28859857482185275,0.21002592912705273,0.16389548693586697,0.11927398444252377,"7.475370778",54,-24.42773764125977,315,0.2722558340535869,380,0.32843560933448573
